"EP_Plotid","Year","Species","TreesPerHa"
"HEG47",2016,"Genus1_epithet3",43
"HEG48",2016,"Genus1_epithet3",304
"HEG49",2016,"Genus1_epithet3",117
"HEG50",2016,"Genus1_epithet3",58
"HEW13",2016,"Genus2_epithet1",226
"SEG14",2016,"Genus2_epithet1",274
"SEG15",2016,"Genus2_epithet1",155
"SEG16",2016,"Genus2_epithet1",29
"SEG17",2016,"Genus2_epithet1",109
"SEG18",2016,"Genus2_epithet1",194
"SEG19",2016,"Genus2_epithet1",370
"SEG20",2016,"Genus2_epithet1",355
"SEG21",2016,"Genus2_epithet1",443
"SEG22",2016,"Genus2_epithet1",238
"SEG23",2016,"Genus2_epithet1",434
"SEG24",2016,"Genus2_epithet1",328
"SEG25",2016,"Genus2_epithet1",425
"SEG26",2016,"Genus2_epithet1",195
"SEG1",2016,"Genus2_epithet1",41
"SEG2",2016,"Genus2_epithet1",241
"SEG3",2016,"Genus2_epithet1",37
"SEG4",2016,"Genus2_epithet1",70
"SEG5",2016,"Genus2_epithet1",143
"SEG6",2016,"Genus2_epithet1",454
"SEG7",2016,"Genus2_epithet1",108
"SEG8",2016,"Genus2_epithet1",448
"SEG9",2016,"Genus2_epithet1",167
"SEG10",2016,"Genus2_epithet1",193
"SEG11",2016,"Genus2_epithet1",470
"SEG12",2016,"Genus2_epithet1",119
"SEG13",2016,"Genus2_epithet1",82
"SEW42",2016,"Genus2_epithet1",268
"SEW43",2016,"Genus2_epithet1",67
"SEW44",2016,"Genus2_epithet1",410
"SEW45",2016,"Genus2_epithet1",376
"SEW46",2016,"Genus2_epithet1",434
"SEW47",2016,"Genus2_epithet1",90
"SEW48",2016,"Genus2_epithet1",153
"SEW49",2016,"Genus2_epithet1",291
"SEW50",2016,"Genus2_epithet1",80
"SEW25",2016,"Genus2_epithet1",78
"SEW26",2016,"Genus2_epithet1",218
"SEW27",2016,"Genus2_epithet1",372
"SEW28",2016,"Genus2_epithet1",253
"SEW29",2016,"Genus2_epithet1",259
"SEW30",2016,"Genus2_epithet1",464
"SEW31",2016,"Genus2_epithet1",291
"SEW32",2016,"Genus2_epithet1",352
"SEW33",2016,"Genus2_epithet1",258
"SEW34",2016,"Genus2_epithet1",76
"SEW35",2016,"Genus2_epithet1",71
"SEW36",2016,"Genus2_epithet1",491
"SEW37",2016,"Genus2_epithet1",107
"SEW38",2016,"Genus2_epithet1",23
"SEW39",2016,"Genus2_epithet1",488
"SEW40",2016,"Genus2_epithet1",37
"SEW41",2016,"Genus2_epithet1",179
"SEW21",2016,"Genus2_epithet1",415
"SEW22",2016,"Genus2_epithet1",160
"SEW23",2016,"Genus2_epithet1",362
"SEW24",2016,"Genus2_epithet1",500
"HEW51",2016,"Genus2_epithet1",459
"SEW1",2016,"Genus2_epithet1",48
"SEW2",2016,"Genus2_epithet1",282
"SEW3",2016,"Genus2_epithet1",473
"SEW4",2016,"Genus2_epithet1",73
"SEW5",2016,"Genus2_epithet1",405
"SEW6",2016,"Genus2_epithet1",306
"SEW7",2016,"Genus2_epithet1",388
"SEW8",2016,"Genus2_epithet1",429
"SEW9",2016,"Genus2_epithet1",426
"SEW10",2016,"Genus2_epithet1",288
"SEW11",2016,"Genus2_epithet1",337
"SEW12",2016,"Genus2_epithet1",394
"SEW13",2016,"Genus2_epithet1",94
"SEW14",2016,"Genus2_epithet1",189
"SEW15",2016,"Genus2_epithet1",329
"SEW16",2016,"Genus2_epithet1",92
"SEW17",2016,"Genus2_epithet1",436
"SEW18",2016,"Genus2_epithet1",183
"SEW19",2016,"Genus2_epithet1",345
"SEW20",2016,"Genus2_epithet1",83
"HEW50",2016,"Genus2_epithet1",345
"HEW1",2016,"Genus2_epithet1",419
"HEW2",2016,"Genus2_epithet1",15
"HEW3",2016,"Genus2_epithet1",460
"HEW4",2016,"Genus2_epithet1",142
"HEW5",2016,"Genus2_epithet1",106
"HEW6",2016,"Genus2_epithet1",155
"HEW7",2016,"Genus2_epithet1",304
"HEW8",2016,"Genus2_epithet1",74
"HEW9",2016,"Genus2_epithet1",370
"HEW10",2016,"Genus2_epithet1",358
"HEW11",2016,"Genus2_epithet1",329
"HEW12",2016,"Genus2_epithet1",67
"HEW14",2016,"Genus2_epithet1",26
"HEW15",2016,"Genus2_epithet1",454
"HEW16",2016,"Genus2_epithet1",68
"HEW17",2016,"Genus2_epithet1",153
"HEW18",2016,"Genus2_epithet1",422
"HEW19",2016,"Genus2_epithet1",159
"HEW20",2016,"Genus2_epithet1",213
"HEW21",2016,"Genus2_epithet1",4
"HEW22",2016,"Genus2_epithet1",193
"HEW23",2016,"Genus2_epithet1",253
"HEW24",2016,"Genus2_epithet1",498
"HEW26",2016,"Genus2_epithet1",297
"HEW27",2016,"Genus2_epithet1",409
"HEW28",2016,"Genus2_epithet1",211
"HEW29",2016,"Genus2_epithet1",386
"HEW30",2016,"Genus2_epithet1",131
"HEW31",2016,"Genus2_epithet1",246
"HEW32",2016,"Genus2_epithet1",452
"HEW33",2016,"Genus2_epithet1",60
"HEW34",2016,"Genus2_epithet1",226
"HEW35",2016,"Genus2_epithet1",385
"HEW36",2016,"Genus2_epithet1",283
"HEW37",2016,"Genus2_epithet1",33
"HEW38",2016,"Genus2_epithet1",91
"HEW39",2016,"Genus2_epithet1",314
"HEW40",2016,"Genus2_epithet1",174
"HEW41",2016,"Genus2_epithet1",15
"HEW42",2016,"Genus2_epithet1",25
"HEW43",2016,"Genus2_epithet1",435
"HEW44",2016,"Genus2_epithet1",463
"HEW45",2016,"Genus2_epithet1",12
"HEW46",2016,"Genus2_epithet1",322
"HEW47",2016,"Genus2_epithet1",86
"HEW48",2016,"Genus2_epithet1",321
"HEW49",2016,"Genus2_epithet1",155
"HEW25",2016,"Genus2_epithet1",262
"SEG27",2016,"Genus2_epithet1",360
"SEG28",2016,"Genus2_epithet1",154
"SEG29",2016,"Genus2_epithet1",40
"SEG30",2016,"Genus2_epithet1",94
"SEG31",2016,"Genus2_epithet1",217
"SEG32",2016,"Genus2_epithet1",153
"SEG33",2016,"Genus2_epithet1",264
"SEG34",2016,"Genus2_epithet1",338
"SEG35",2016,"Genus2_epithet1",382
"SEG36",2016,"Genus2_epithet1",310
"SEG37",2016,"Genus2_epithet1",441
"SEG38",2016,"Genus2_epithet1",475
"SEG39",2016,"Genus2_epithet1",56
"SEG40",2016,"Genus2_epithet1",299
"SEG41",2016,"Genus2_epithet1",251
"SEG42",2016,"Genus2_epithet1",192
"SEG43",2016,"Genus2_epithet1",274
"SEG44",2016,"Genus2_epithet1",296
"SEG45",2016,"Genus2_epithet1",96
"SEG46",2016,"Genus2_epithet1",391
"AEG1",2016,"Genus2_epithet1",169
"AEG2",2016,"Genus2_epithet1",261
"AEG3",2016,"Genus2_epithet1",481
"AEG4",2016,"Genus2_epithet1",396
"AEG5",2016,"Genus2_epithet1",115
"AEG6",2016,"Genus2_epithet1",137
"AEG7",2016,"Genus2_epithet1",187
"AEG8",2016,"Genus2_epithet1",186
"AEG9",2016,"Genus2_epithet1",227
"AEG10",2016,"Genus2_epithet1",243
"AEG11",2016,"Genus2_epithet1",70
"AEG12",2016,"Genus2_epithet1",322
"AEG13",2016,"Genus2_epithet1",278
"AEG14",2016,"Genus2_epithet1",111
"AEG15",2016,"Genus2_epithet1",13
"AEG16",2016,"Genus2_epithet1",393
"AEG17",2016,"Genus2_epithet1",494
"AEG18",2016,"Genus2_epithet1",495
"AEG19",2016,"Genus2_epithet1",287
"SEG47",2016,"Genus2_epithet1",209
"SEG48",2016,"Genus2_epithet1",46
"SEG49",2016,"Genus2_epithet1",463
"SEG50",2016,"Genus2_epithet1",172
"AEG25",2016,"Genus2_epithet1",498
"AEG26",2016,"Genus2_epithet1",238
"AEG27",2016,"Genus2_epithet1",254
"AEG28",2016,"Genus2_epithet1",332
"AEG29",2016,"Genus2_epithet1",120
"AEG30",2016,"Genus2_epithet1",219
"AEG31",2016,"Genus2_epithet1",378
"AEG32",2016,"Genus2_epithet1",476
"AEG33",2016,"Genus2_epithet1",143
"AEG34",2016,"Genus2_epithet1",112
"AEG35",2016,"Genus2_epithet1",395
"AEG36",2016,"Genus2_epithet1",499
"AEG37",2016,"Genus2_epithet1",246
"AEG38",2016,"Genus2_epithet1",329
"AEG39",2016,"Genus2_epithet1",12
"AEG40",2016,"Genus2_epithet1",462
"AEG41",2016,"Genus2_epithet1",303
"AEG20",2016,"Genus2_epithet1",83
"AEG21",2016,"Genus2_epithet1",171
"AEG22",2016,"Genus2_epithet1",96
"AEG23",2016,"Genus2_epithet1",57
"AEG24",2016,"Genus2_epithet1",75
"AEG46",2016,"Genus2_epithet1",437
"AEG47",2016,"Genus2_epithet1",327
"AEG48",2016,"Genus2_epithet1",198
"AEG49",2016,"Genus2_epithet1",483
"AEG50",2016,"Genus2_epithet1",230
"AEW1",2016,"Genus2_epithet1",331
"AEW2",2016,"Genus2_epithet1",206
"AEW3",2016,"Genus2_epithet1",377
"AEW4",2016,"Genus2_epithet1",219
"AEW5",2016,"Genus2_epithet1",255
"AEW6",2016,"Genus2_epithet1",234
"AEW7",2016,"Genus2_epithet1",443
"AEW8",2016,"Genus2_epithet1",343
"AEW9",2016,"Genus2_epithet1",448
"AEW10",2016,"Genus2_epithet1",334
"AEG42",2016,"Genus2_epithet1",82
"AEG43",2016,"Genus2_epithet1",400
"AEG44",2016,"Genus2_epithet1",269
"AEG45",2016,"Genus2_epithet1",61
"AEW15",2016,"Genus2_epithet1",57
"AEW16",2016,"Genus2_epithet1",401
"AEW17",2016,"Genus2_epithet1",237
"AEW18",2016,"Genus2_epithet1",303
"AEW19",2016,"Genus2_epithet1",315
"AEW20",2016,"Genus2_epithet1",93
"AEW21",2016,"Genus2_epithet1",396
"AEW22",2016,"Genus2_epithet1",219
"AEW23",2016,"Genus2_epithet1",310
"AEW24",2016,"Genus2_epithet1",379
"AEW25",2016,"Genus2_epithet1",61
"AEW26",2016,"Genus2_epithet1",159
"AEW27",2016,"Genus2_epithet1",288
"AEW28",2016,"Genus2_epithet1",48
"AEW29",2016,"Genus2_epithet1",204
"AEW30",2016,"Genus2_epithet1",141
"AEW31",2016,"Genus2_epithet1",26
"AEW11",2016,"Genus2_epithet1",158
"AEW12",2016,"Genus2_epithet1",478
"AEW13",2016,"Genus2_epithet1",178
"AEW14",2016,"Genus2_epithet1",267
"AEW37",2016,"Genus2_epithet1",442
"AEW38",2016,"Genus2_epithet1",106
"AEW39",2016,"Genus2_epithet1",89
"AEW40",2016,"Genus2_epithet1",209
"AEW41",2016,"Genus2_epithet1",168
"AEW42",2016,"Genus2_epithet1",120
"AEW43",2016,"Genus2_epithet1",213
"AEW44",2016,"Genus2_epithet1",270
"AEW45",2016,"Genus2_epithet1",458
"AEW46",2016,"Genus2_epithet1",301
"AEW47",2016,"Genus2_epithet1",195
"AEW48",2016,"Genus2_epithet1",377
"AEW49",2016,"Genus2_epithet1",130
"AEW50",2016,"Genus2_epithet1",104
"HEG1",2016,"Genus2_epithet1",172
"HEG2",2016,"Genus2_epithet1",277
"HEG3",2016,"Genus2_epithet1",273
"AEW32",2016,"Genus2_epithet1",434
"AEW33",2016,"Genus2_epithet1",60
"AEW34",2016,"Genus2_epithet1",15
"AEW35",2016,"Genus2_epithet1",173
"AEW36",2016,"Genus2_epithet1",95
"HEG9",2016,"Genus2_epithet1",356
"HEG10",2016,"Genus2_epithet1",105
"HEG11",2016,"Genus2_epithet1",491
"HEG12",2016,"Genus2_epithet1",406
"HEG13",2016,"Genus2_epithet1",160
"HEG14",2016,"Genus2_epithet1",133
"HEG15",2016,"Genus2_epithet1",370
"HEG16",2016,"Genus2_epithet1",324
"HEG17",2016,"Genus2_epithet1",52
"HEG18",2016,"Genus2_epithet1",332
"HEG19",2016,"Genus2_epithet1",140
"HEG20",2016,"Genus2_epithet1",339
"HEG21",2016,"Genus2_epithet1",19
"HEG22",2016,"Genus2_epithet1",291
"HEG23",2016,"Genus2_epithet1",116
"HEG24",2016,"Genus2_epithet1",272
"HEG25",2016,"Genus2_epithet1",473
"HEG4",2016,"Genus2_epithet1",190
"HEG5",2016,"Genus2_epithet1",114
"HEG6",2016,"Genus2_epithet1",307
"HEG7",2016,"Genus2_epithet1",416
"HEG8",2016,"Genus2_epithet1",456
"HEG26",2016,"Genus2_epithet1",28
"HEG27",2016,"Genus2_epithet1",440
"HEG28",2016,"Genus2_epithet1",167
"HEG29",2016,"Genus2_epithet1",314
"HEG30",2016,"Genus2_epithet1",446
"HEG31",2016,"Genus2_epithet1",196
"HEG32",2016,"Genus2_epithet1",357
"HEG33",2016,"Genus2_epithet1",134
"HEG34",2016,"Genus2_epithet1",318
"HEG35",2016,"Genus2_epithet1",398
"HEG36",2016,"Genus2_epithet1",387
"HEG37",2016,"Genus2_epithet1",469
"HEG38",2016,"Genus2_epithet1",28
"HEG39",2016,"Genus2_epithet1",220
"HEG40",2016,"Genus2_epithet1",198
"HEG41",2016,"Genus2_epithet1",103
"HEG42",2016,"Genus2_epithet1",413
"HEG43",2016,"Genus2_epithet1",312
"HEG44",2016,"Genus2_epithet1",491
"HEG45",2016,"Genus2_epithet1",95
"HEG46",2016,"Genus2_epithet1",156
"HEG47",2016,"Genus2_epithet1",207
"HEG48",2016,"Genus2_epithet1",375
"HEG49",2016,"Genus2_epithet1",474
"HEG50",2016,"Genus2_epithet1",38
"HEW13",2016,"Genus2_epithet2",495
"SEG14",2016,"Genus2_epithet2",362
"SEG15",2016,"Genus2_epithet2",89
"SEG16",2016,"Genus2_epithet2",326
"SEG17",2016,"Genus2_epithet2",429
"SEG18",2016,"Genus2_epithet2",376
"SEG19",2016,"Genus2_epithet2",408
"SEG20",2016,"Genus2_epithet2",204
"SEG21",2016,"Genus2_epithet2",459
"SEG22",2016,"Genus2_epithet2",225
"SEG23",2016,"Genus2_epithet2",252
"SEG24",2016,"Genus2_epithet2",249
"SEG25",2016,"Genus2_epithet2",302
"SEG26",2016,"Genus2_epithet2",448
"SEG1",2016,"Genus2_epithet2",217
"SEG2",2016,"Genus2_epithet2",270
"SEG3",2016,"Genus2_epithet2",207
"SEG4",2016,"Genus2_epithet2",230
"SEG5",2016,"Genus2_epithet2",234
"SEG6",2016,"Genus2_epithet2",429
"SEG7",2016,"Genus2_epithet2",272
"SEG8",2016,"Genus2_epithet2",31
"SEG9",2016,"Genus2_epithet2",40
"SEG10",2016,"Genus2_epithet2",293
"SEG11",2016,"Genus2_epithet2",6
"SEG12",2016,"Genus2_epithet2",95
"SEG13",2016,"Genus2_epithet2",127
"SEW42",2016,"Genus2_epithet2",272
"SEW43",2016,"Genus2_epithet2",343
"SEW44",2016,"Genus2_epithet2",294
"SEW45",2016,"Genus2_epithet2",234
"SEW46",2016,"Genus2_epithet2",275
"SEW47",2016,"Genus2_epithet2",69
"SEW48",2016,"Genus2_epithet2",451
"SEW49",2016,"Genus2_epithet2",106
"SEW50",2016,"Genus2_epithet2",374
"SEW25",2016,"Genus2_epithet2",402
"SEW26",2016,"Genus2_epithet2",163
"SEW27",2016,"Genus2_epithet2",496
"SEW28",2016,"Genus2_epithet2",383
"SEW29",2016,"Genus2_epithet2",372
"SEW30",2016,"Genus2_epithet2",156
"SEW31",2016,"Genus2_epithet2",340
"SEW32",2016,"Genus2_epithet2",489
"SEW33",2016,"Genus2_epithet2",304
"SEW34",2016,"Genus2_epithet2",446
"SEW35",2016,"Genus2_epithet2",383
"SEW36",2016,"Genus2_epithet2",334
"SEW37",2016,"Genus2_epithet2",134
"SEW38",2016,"Genus2_epithet2",438
"SEW39",2016,"Genus2_epithet2",424
"SEW40",2016,"Genus2_epithet2",17
"SEW41",2016,"Genus2_epithet2",281
"SEW21",2016,"Genus2_epithet2",437
"SEW22",2016,"Genus2_epithet2",112
"SEW23",2016,"Genus2_epithet2",168
"SEW24",2016,"Genus2_epithet2",275
"HEW51",2016,"Genus2_epithet2",275
"SEW1",2016,"Genus2_epithet2",363
"SEW2",2016,"Genus2_epithet2",395
"SEW3",2016,"Genus2_epithet2",225
"SEW4",2016,"Genus2_epithet2",161
"SEW5",2016,"Genus2_epithet2",134
"SEW6",2016,"Genus2_epithet2",140
"SEW7",2016,"Genus2_epithet2",433
"SEW8",2016,"Genus2_epithet2",325
"SEW9",2016,"Genus2_epithet2",10
"SEW10",2016,"Genus2_epithet2",240
"SEW11",2016,"Genus2_epithet2",34
"SEW12",2016,"Genus2_epithet2",248
"SEW13",2016,"Genus2_epithet2",220
"SEW14",2016,"Genus2_epithet2",416
"SEW15",2016,"Genus2_epithet2",98
"SEW16",2016,"Genus2_epithet2",297
"SEW17",2016,"Genus2_epithet2",134
"SEW18",2016,"Genus2_epithet2",375
"SEW19",2016,"Genus2_epithet2",88
"SEW20",2016,"Genus2_epithet2",154
"HEW50",2016,"Genus2_epithet2",474
"HEW1",2016,"Genus2_epithet2",121
"HEW2",2016,"Genus2_epithet2",140
"HEW3",2016,"Genus2_epithet2",62
"HEW4",2016,"Genus2_epithet2",120
"HEW5",2016,"Genus2_epithet2",60
"HEW6",2016,"Genus2_epithet2",81
"HEW7",2016,"Genus2_epithet2",104
"HEW8",2016,"Genus2_epithet2",443
"HEW9",2016,"Genus2_epithet2",495
"HEW10",2016,"Genus2_epithet2",276
"HEW11",2016,"Genus2_epithet2",49
"HEW12",2016,"Genus2_epithet2",115
"HEW14",2016,"Genus2_epithet2",221
"HEW15",2016,"Genus2_epithet2",398
"HEW16",2016,"Genus2_epithet2",156
"HEW17",2016,"Genus2_epithet2",278
"HEW18",2016,"Genus2_epithet2",208
"HEW19",2016,"Genus2_epithet2",101
"HEW20",2016,"Genus2_epithet2",139
"HEW21",2016,"Genus2_epithet2",374
"HEW22",2016,"Genus2_epithet2",218
"HEW23",2016,"Genus2_epithet2",348
"HEW24",2016,"Genus2_epithet2",11
"HEW26",2016,"Genus2_epithet2",428
"HEW27",2016,"Genus2_epithet2",200
"HEW28",2016,"Genus2_epithet2",426
"HEW29",2016,"Genus2_epithet2",151
"HEW30",2016,"Genus2_epithet2",390
"HEW31",2016,"Genus2_epithet2",159
"HEW32",2016,"Genus2_epithet2",346
"HEW33",2016,"Genus2_epithet2",373
"HEW34",2016,"Genus2_epithet2",101
"HEW35",2016,"Genus2_epithet2",349
"HEW36",2016,"Genus2_epithet2",441
"HEW37",2016,"Genus2_epithet2",22
"HEW38",2016,"Genus2_epithet2",114
"HEW39",2016,"Genus2_epithet2",120
"HEW40",2016,"Genus2_epithet2",234
"HEW41",2016,"Genus2_epithet2",94
"HEW42",2016,"Genus2_epithet2",204
"HEW43",2016,"Genus2_epithet2",205
"HEW44",2016,"Genus2_epithet2",295
"HEW45",2016,"Genus2_epithet2",137
"HEW46",2016,"Genus2_epithet2",174
"HEW47",2016,"Genus2_epithet2",149
"HEW48",2016,"Genus2_epithet2",112
"HEW49",2016,"Genus2_epithet2",347
"HEW25",2016,"Genus2_epithet2",154
"SEG27",2016,"Genus2_epithet2",60
"SEG28",2016,"Genus2_epithet2",76
"SEG29",2016,"Genus2_epithet2",76
"SEG30",2016,"Genus2_epithet2",500
"SEG31",2016,"Genus2_epithet2",270
"SEG32",2016,"Genus2_epithet2",240
"SEG33",2016,"Genus2_epithet2",154
"SEG34",2016,"Genus2_epithet2",439
"SEG35",2016,"Genus2_epithet2",169
"SEG36",2016,"Genus2_epithet2",261
"SEG37",2016,"Genus2_epithet2",158
"SEG38",2016,"Genus2_epithet2",235
"SEG39",2016,"Genus2_epithet2",25
"SEG40",2016,"Genus2_epithet2",1
"SEG41",2016,"Genus2_epithet2",397
"SEG42",2016,"Genus2_epithet2",386
"SEG43",2016,"Genus2_epithet2",440
"SEG44",2016,"Genus2_epithet2",176
"SEG45",2016,"Genus2_epithet2",333
"SEG46",2016,"Genus2_epithet2",161
"AEG1",2016,"Genus2_epithet2",129
"AEG2",2016,"Genus2_epithet2",35
"AEG3",2016,"Genus2_epithet2",327
"AEG4",2016,"Genus2_epithet2",57
"AEG5",2016,"Genus2_epithet2",35
"AEG6",2016,"Genus2_epithet2",364
"AEG7",2016,"Genus2_epithet2",309
"AEG8",2016,"Genus2_epithet2",412
"AEG9",2016,"Genus2_epithet2",441
"AEG10",2016,"Genus2_epithet2",36
"AEG11",2016,"Genus2_epithet2",384
"AEG12",2016,"Genus2_epithet2",475
"AEG13",2016,"Genus2_epithet2",396
"AEG14",2016,"Genus2_epithet2",15
"AEG15",2016,"Genus2_epithet2",437
"AEG16",2016,"Genus2_epithet2",193
"AEG17",2016,"Genus2_epithet2",182
"AEG18",2016,"Genus2_epithet2",180
"AEG19",2016,"Genus2_epithet2",60
"SEG47",2016,"Genus2_epithet2",19
"SEG48",2016,"Genus2_epithet2",143
"SEG49",2016,"Genus2_epithet2",51
"SEG50",2016,"Genus2_epithet2",361
"AEG25",2016,"Genus2_epithet2",305
"AEG26",2016,"Genus2_epithet2",335
"AEG27",2016,"Genus2_epithet2",489
"AEG28",2016,"Genus2_epithet2",321
"AEG29",2016,"Genus2_epithet2",309
"AEG30",2016,"Genus2_epithet2",444
"AEG31",2016,"Genus2_epithet2",68
"AEG32",2016,"Genus2_epithet2",362
"AEG33",2016,"Genus2_epithet2",310
"AEG34",2016,"Genus2_epithet2",69
"AEG35",2016,"Genus2_epithet2",183
"AEG36",2016,"Genus2_epithet2",398
"AEG37",2016,"Genus2_epithet2",77
"AEG38",2016,"Genus2_epithet2",409
"AEG39",2016,"Genus2_epithet2",38
"AEG40",2016,"Genus2_epithet2",261
"AEG41",2016,"Genus2_epithet2",218
"AEG20",2016,"Genus2_epithet2",380
"AEG21",2016,"Genus2_epithet2",166
"AEG22",2016,"Genus2_epithet2",500
"AEG23",2016,"Genus2_epithet2",229
"AEG24",2016,"Genus2_epithet2",487
"AEG46",2016,"Genus2_epithet2",164
"AEG47",2016,"Genus2_epithet2",42
"AEG48",2016,"Genus2_epithet2",308
"AEG49",2016,"Genus2_epithet2",341
"AEG50",2016,"Genus2_epithet2",202
"AEW1",2016,"Genus2_epithet2",356
"AEW2",2016,"Genus2_epithet2",433
"AEW3",2016,"Genus2_epithet2",364
"AEW4",2016,"Genus2_epithet2",365
"AEW5",2016,"Genus2_epithet2",220
"AEW6",2016,"Genus2_epithet2",198
"AEW7",2016,"Genus2_epithet2",160
"AEW8",2016,"Genus2_epithet2",166
"AEW9",2016,"Genus2_epithet2",243
"AEW10",2016,"Genus2_epithet2",350
"AEG42",2016,"Genus2_epithet2",468
"AEG43",2016,"Genus2_epithet2",63
"AEG44",2016,"Genus2_epithet2",123
"AEG45",2016,"Genus2_epithet2",426
"AEW15",2016,"Genus2_epithet2",500
"AEW16",2016,"Genus2_epithet2",431
"AEW17",2016,"Genus2_epithet2",387
"AEW18",2016,"Genus2_epithet2",414
"AEW19",2016,"Genus2_epithet2",277
"AEW20",2016,"Genus2_epithet2",232
"AEW21",2016,"Genus2_epithet2",293
"AEW22",2016,"Genus2_epithet2",201
"AEW23",2016,"Genus2_epithet2",129
"AEW24",2016,"Genus2_epithet2",327
"AEW25",2016,"Genus2_epithet2",194
"AEW26",2016,"Genus2_epithet2",222
"AEW27",2016,"Genus2_epithet2",347
"AEW28",2016,"Genus2_epithet2",263
"AEW29",2016,"Genus2_epithet2",443
"AEW30",2016,"Genus2_epithet2",344
"AEW31",2016,"Genus2_epithet2",368
"AEW11",2016,"Genus2_epithet2",392
"AEW12",2016,"Genus2_epithet2",6
"AEW13",2016,"Genus2_epithet2",215
"AEW14",2016,"Genus2_epithet2",143
"AEW37",2016,"Genus2_epithet2",383
"AEW38",2016,"Genus2_epithet2",98
"AEW39",2016,"Genus2_epithet2",131
"AEW40",2016,"Genus2_epithet2",209
"AEW41",2016,"Genus2_epithet2",134
"AEW42",2016,"Genus2_epithet2",82
"AEW43",2016,"Genus2_epithet2",47
"AEW44",2016,"Genus2_epithet2",305
"AEW45",2016,"Genus2_epithet2",219
"AEW46",2016,"Genus2_epithet2",289
"AEW47",2016,"Genus2_epithet2",442
"AEW48",2016,"Genus2_epithet2",96
"AEW49",2016,"Genus2_epithet2",368
"AEW50",2016,"Genus2_epithet2",207
"HEG1",2016,"Genus2_epithet2",338
"HEG2",2016,"Genus2_epithet2",220
"HEG3",2016,"Genus2_epithet2",0
"AEW32",2016,"Genus2_epithet2",173
"AEW33",2016,"Genus2_epithet2",415
"AEW34",2016,"Genus2_epithet2",356
"AEW35",2016,"Genus2_epithet2",100
"AEW36",2016,"Genus2_epithet2",383
"HEG9",2016,"Genus2_epithet2",304
"HEG10",2016,"Genus2_epithet2",299
"HEG11",2016,"Genus2_epithet2",443
"HEG12",2016,"Genus2_epithet2",460
"HEG13",2016,"Genus2_epithet2",254
"HEG14",2016,"Genus2_epithet2",229
"HEG15",2016,"Genus2_epithet2",441
"HEG16",2016,"Genus2_epithet2",493
"HEG17",2016,"Genus2_epithet2",17
"HEG18",2016,"Genus2_epithet2",109
"HEG19",2016,"Genus2_epithet2",95
"HEG20",2016,"Genus2_epithet2",398
"HEG21",2016,"Genus2_epithet2",220
"HEG22",2016,"Genus2_epithet2",24
"HEG23",2016,"Genus2_epithet2",411
"HEG24",2016,"Genus2_epithet2",439
"HEG25",2016,"Genus2_epithet2",296
"HEG4",2016,"Genus2_epithet2",124
"HEG5",2016,"Genus2_epithet2",202
"HEG6",2016,"Genus2_epithet2",161
"HEG7",2016,"Genus2_epithet2",112
"HEG8",2016,"Genus2_epithet2",396
"HEG26",2016,"Genus2_epithet2",174
"HEG27",2016,"Genus2_epithet2",326
"HEG28",2016,"Genus2_epithet2",285
"HEG29",2016,"Genus2_epithet2",48
"HEG30",2016,"Genus2_epithet2",61
"HEG31",2016,"Genus2_epithet2",172
"HEG32",2016,"Genus2_epithet2",320
"HEG33",2016,"Genus2_epithet2",52
"HEG34",2016,"Genus2_epithet2",337
"HEG35",2016,"Genus2_epithet2",113
"HEG36",2016,"Genus2_epithet2",438
"HEG37",2016,"Genus2_epithet2",482
"HEG38",2016,"Genus2_epithet2",339
"HEG39",2016,"Genus2_epithet2",373
"HEG40",2016,"Genus2_epithet2",200
"HEG41",2016,"Genus2_epithet2",205
"HEG42",2016,"Genus2_epithet2",361
"HEG43",2016,"Genus2_epithet2",468
"HEG44",2016,"Genus2_epithet2",327
"HEG45",2016,"Genus2_epithet2",291
"HEG46",2016,"Genus2_epithet2",239
"HEG47",2016,"Genus2_epithet2",220
"HEG48",2016,"Genus2_epithet2",79
"HEG49",2016,"Genus2_epithet2",113
"HEG50",2016,"Genus2_epithet2",138
"HEW13",2016,"Genus3_spec",374
"SEG14",2016,"Genus3_spec",370
"SEG15",2016,"Genus3_spec",166
"SEG16",2016,"Genus3_spec",299
"SEG17",2016,"Genus3_spec",415
"SEG18",2016,"Genus3_spec",497
"SEG19",2016,"Genus3_spec",490
"SEG20",2016,"Genus3_spec",258
"SEG21",2016,"Genus3_spec",202
"SEG22",2016,"Genus3_spec",223
"SEG23",2016,"Genus3_spec",104
"SEG24",2016,"Genus3_spec",440
"SEG25",2016,"Genus3_spec",57
"SEG26",2016,"Genus3_spec",77
"SEG1",2016,"Genus3_spec",61
"SEG2",2016,"Genus3_spec",12
"SEG3",2016,"Genus3_spec",468
"SEG4",2016,"Genus3_spec",96
"SEG5",2016,"Genus3_spec",286
"SEG6",2016,"Genus3_spec",456
"SEG7",2016,"Genus3_spec",476
"SEG8",2016,"Genus3_spec",238
"SEG9",2016,"Genus3_spec",204
"SEG10",2016,"Genus3_spec",316
"SEG11",2016,"Genus3_spec",309
"SEG12",2016,"Genus3_spec",475
"SEG13",2016,"Genus3_spec",33
"SEW42",2016,"Genus3_spec",313
"SEW43",2016,"Genus3_spec",322
"SEW44",2016,"Genus3_spec",262
"SEW45",2016,"Genus3_spec",144
"SEW46",2016,"Genus3_spec",427
